,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
29,17,29,left,29,1.226,29,"[1243, 680]",305.198,27.813,29,"[1204, 467]",300.797,28.37
30,17,30,left,30,1.014,30,"[1271, 621]",305.198,27.813,30,"[1221, 449]",300.797,28.37
31,17,31,left,31,1.16,31,"[1306, 635]",305.198,27.813,31,"[1237, 442]",300.797,28.37
32,17,32,right,0,1.118,0,"[286, 701]",305.198,27.813,1,"[328, 508]",300.797,28.37
33,17,33,right,1,1.175,1,"[317, 724]",305.198,27.813,2,"[360, 521]",300.797,28.37
34,17,34,right,2,0.906,2,"[350, 684]",305.198,27.813,3,"[381, 527]",300.797,28.37
35,17,35,right,3,0.974,3,"[383, 699]",305.198,27.813,4,"[409, 529]",300.797,28.37
36,17,36,right,4,1.019,4,"[415, 726]",305.198,27.813,5,"[434, 547]",300.797,28.37
37,17,37,right,5,1.22,5,"[449, 739]",305.198,27.813,6,"[463, 524]",300.797,28.37
38,17,38,right,6,1.146,6,"[482, 730]",305.198,27.813,7,"[494, 528]",300.797,28.37
39,17,39,right,7,1.163,7,"[515, 733]",305.198,27.813,8,"[527, 528]",300.797,28.37
40,17,40,right,8,1.09,8,"[547, 729]",305.198,27.813,9,"[561, 537]",300.797,28.37
41,17,41,right,9,1.055,9,"[581, 737]",305.198,27.813,10,"[592, 551]",300.797,28.37
42,17,42,right,10,1.135,10,"[613, 732]",305.198,27.813,11,"[626, 532]",300.797,28.37
43,17,43,right,11,0.978,11,"[646, 725]",305.198,27.813,12,"[661, 553]",300.797,28.37
44,17,44,right,12,1.021,12,"[681, 729]",305.198,27.813,13,"[692, 549]",300.797,28.37
45,17,45,right,13,1.117,13,"[712, 723]",305.198,27.813,14,"[723, 526]",300.797,28.37
46,17,46,right,14,0.964,14,"[746, 723]",305.198,27.813,15,"[757, 553]",300.797,28.37
47,17,47,right,15,0.907,15,"[780, 719]",305.198,27.813,16,"[789, 559]",300.797,28.37
48,17,48,right,16,0.923,16,"[814, 719]",305.198,27.813,17,"[814, 556]",300.797,28.37
49,17,49,right,17,1.116,17,"[847, 719]",305.198,27.813,18,"[854, 522]",300.797,28.37
50,17,50,right,18,0.986,18,"[880, 724]",305.198,27.813,19,"[886, 550]",300.797,28.37
51,17,51,right,19,1.014,19,"[913, 715]",305.198,27.813,20,"[921, 536]",300.797,28.37
52,17,52,right,20,1.015,20,"[947, 723]",305.198,27.813,21,"[956, 544]",300.797,28.37
53,17,53,right,21,1.15,21,"[979, 722]",305.198,27.813,22,"[985, 519]",300.797,28.37
54,17,54,right,22,1.139,22,"[1011, 722]",305.198,27.813,23,"[1018, 521]",300.797,28.37
55,17,55,right,23,1.179,23,"[1045, 719]",305.198,27.813,24,"[1054, 511]",300.797,28.37
56,17,56,right,24,1.139,24,"[1079, 713]",305.198,27.813,25,"[1087, 512]",300.797,28.37
57,17,57,right,25,1.139,25,"[1112, 701]",305.198,27.813,26,"[1121, 500]",300.797,28.37
58,17,58,right,26,1.178,26,"[1145, 708]",305.198,27.813,27,"[1150, 500]",300.797,28.37
59,17,59,right,27,0.969,27,"[1176, 666]",305.198,27.813,28,"[1184, 495]",300.797,28.37
60,17,60,right,28,1.144,28,"[1210, 669]",305.198,27.813,29,"[1204, 467]",300.797,28.37
61,17,61,right,29,1.314,29,"[1243, 680]",305.198,27.813,30,"[1221, 449]",300.797,28.37
62,17,62,right,30,1.032,30,"[1271, 621]",305.198,27.813,31,"[1237, 442]",300.797,28.37
63,17,63,right,31,0.832,31,"[1306, 635]",305.198,27.813,32,"[1282, 490]",300.797,28.37
