,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
26,8,26,left,26,1.235,26,"[1430, 991]",405.39,25.134,26,"[1409, 699]",401.889,33.644
27,8,27,left,27,1.302,27,"[1472, 1003]",405.39,25.134,27,"[1452, 695]",401.889,33.644
28,8,28,left,28,1.106,28,"[1514, 966]",405.39,25.134,28,"[1490, 705]",401.889,33.644
29,8,29,left,29,1.081,29,"[1558, 976]",405.39,25.134,29,"[1534, 721]",401.889,33.644
30,8,30,left,30,1.092,30,"[1599, 980]",405.39,25.134,30,"[1562, 724]",401.889,33.644
31,8,31,left,31,0.874,31,"[1631, 925]",405.39,25.134,31,"[1585, 723]",401.889,33.644
32,8,32,right,0,1.306,0,"[289, 944]",405.39,25.134,1,"[376, 647]",401.889,33.644
33,8,33,right,1,1.452,1,"[330, 972]",405.39,25.134,2,"[404, 636]",401.889,33.644
34,8,34,right,2,1.178,2,"[373, 960]",405.39,25.134,3,"[421, 685]",401.889,33.644
35,8,35,right,3,1.192,3,"[415, 973]",405.39,25.134,4,"[452, 693]",401.889,33.644
36,8,36,right,4,1.3,4,"[458, 999]",405.39,25.134,5,"[493, 693]",401.889,33.644
37,8,37,right,5,1.325,5,"[499, 1006]",405.39,25.134,6,"[524, 693]",401.889,33.644
38,8,38,right,6,0.975,6,"[542, 928]",405.39,25.134,7,"[573, 699]",401.889,33.644
39,8,39,right,7,1.064,7,"[588, 966]",405.39,25.134,8,"[612, 715]",401.889,33.644
40,8,40,right,8,0.934,8,"[635, 935]",405.39,25.134,9,"[667, 716]",401.889,33.644
41,8,41,right,9,1.132,9,"[679, 975]",405.39,25.134,10,"[704, 708]",401.889,33.644
42,8,42,right,10,1.207,10,"[723, 973]",405.39,25.134,11,"[746, 688]",401.889,33.644
43,8,43,right,11,1.285,11,"[768, 987]",405.39,25.134,12,"[797, 684]",401.889,33.644
44,8,44,right,12,1.329,12,"[811, 1006]",405.39,25.134,13,"[835, 692]",401.889,33.644
45,8,45,right,13,1.092,13,"[857, 952]",405.39,25.134,14,"[878, 694]",401.889,33.644
46,8,46,right,14,1.193,14,"[898, 1007]",405.39,25.134,15,"[928, 726]",401.889,33.644
47,8,47,right,15,1.315,15,"[943, 1007]",405.39,25.134,16,"[974, 697]",401.889,33.644
48,8,48,right,16,1.237,16,"[988, 1003]",405.39,25.134,17,"[1013, 711]",401.889,33.644
49,8,49,right,17,1.343,17,"[1029, 1029]",405.39,25.134,18,"[1042, 711]",401.889,33.644
50,8,50,right,18,1.078,18,"[1074, 944]",405.39,25.134,19,"[1102, 690]",401.889,33.644
51,8,51,right,19,1.344,19,"[1119, 1002]",405.39,25.134,20,"[1136, 684]",401.889,33.644
52,8,52,right,20,1.139,20,"[1163, 958]",405.39,25.134,21,"[1186, 689]",401.889,33.644
53,8,53,right,21,1.101,21,"[1210, 967]",405.39,25.134,22,"[1233, 707]",401.889,33.644
54,8,54,right,22,1.295,22,"[1254, 984]",405.39,25.134,23,"[1278, 678]",401.889,33.644
55,8,55,right,23,1.317,23,"[1297, 997]",405.39,25.134,24,"[1324, 686]",401.889,33.644
56,8,56,right,24,1.168,24,"[1340, 985]",405.39,25.134,25,"[1362, 709]",401.889,33.644
57,8,57,right,25,1.203,25,"[1385, 983]",405.39,25.134,26,"[1409, 699]",401.889,33.644
58,8,58,right,26,1.253,26,"[1430, 991]",405.39,25.134,27,"[1452, 695]",401.889,33.644
59,8,59,right,27,1.26,27,"[1472, 1003]",405.39,25.134,28,"[1490, 705]",401.889,33.644
60,8,60,right,28,1.037,28,"[1514, 966]",405.39,25.134,29,"[1534, 721]",401.889,33.644
61,8,61,right,29,1.064,29,"[1558, 976]",405.39,25.134,30,"[1562, 724]",401.889,33.644
62,8,62,right,30,1.086,30,"[1599, 980]",405.39,25.134,31,"[1585, 723]",401.889,33.644
63,8,63,right,31,0.308,31,"[1631, 925]",405.39,25.134,32,"[1629, 852]",401.889,33.644
