,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
32,22,32,right,0,1.027,0,"[198, 558]",250.537,15.737,1,"[252, 417]",241.034,6.614
33,22,33,right,1,1.35,1,"[210, 609]",250.537,15.737,2,"[267, 419]",241.034,6.614
34,22,34,right,2,1.198,2,"[237, 579]",250.537,15.737,3,"[283, 409]",241.034,6.614
35,22,35,right,3,1.304,3,"[263, 591]",250.537,15.737,4,"[300, 403]",241.034,6.614
36,22,36,right,4,1.335,4,"[290, 598]",250.537,15.737,5,"[319, 404]",241.034,6.614
37,22,37,right,5,1.26,5,"[317, 593]",250.537,15.737,6,"[345, 410]",241.034,6.614
38,22,38,right,6,1.249,6,"[345, 598]",250.537,15.737,7,"[369, 416]",241.034,6.614
39,22,39,right,7,0.94,7,"[373, 569]",250.537,15.737,8,"[397, 433]",241.034,6.614
40,22,40,right,8,1.165,8,"[401, 585]",250.537,15.737,9,"[428, 416]",241.034,6.614
41,22,41,right,9,1.206,9,"[429, 591]",250.537,15.737,10,"[457, 416]",241.034,6.614
42,22,42,right,10,1.206,10,"[456, 594]",250.537,15.737,11,"[484, 419]",241.034,6.614
43,22,43,right,11,1.082,11,"[483, 589]",250.537,15.737,12,"[508, 432]",241.034,6.614
44,22,44,right,12,1.345,12,"[509, 608]",250.537,15.737,13,"[541, 413]",241.034,6.614
45,22,45,right,13,1.279,13,"[537, 599]",250.537,15.737,14,"[564, 413]",241.034,6.614
46,22,46,right,14,1.27,14,"[565, 599]",250.537,15.737,15,"[590, 414]",241.034,6.614
47,22,47,right,15,1.215,15,"[591, 599]",250.537,15.737,16,"[614, 422]",241.034,6.614
48,22,48,right,16,1.155,16,"[619, 584]",250.537,15.737,17,"[643, 416]",241.034,6.614
49,22,49,right,17,1.256,17,"[646, 594]",250.537,15.737,18,"[670, 411]",241.034,6.614
50,22,50,right,18,1.196,18,"[674, 588]",250.537,15.737,19,"[699, 414]",241.034,6.614
51,22,51,right,19,1.308,19,"[699, 602]",250.537,15.737,20,"[728, 412]",241.034,6.614
52,22,52,right,20,1.307,20,"[726, 600]",250.537,15.737,21,"[754, 410]",241.034,6.614
53,22,53,right,21,1.259,21,"[754, 592]",250.537,15.737,22,"[781, 409]",241.034,6.614
54,22,54,right,22,1.325,22,"[780, 604]",250.537,15.737,23,"[806, 411]",241.034,6.614
55,22,55,right,23,1.263,23,"[809, 594]",250.537,15.737,24,"[833, 410]",241.034,6.614
56,22,56,right,24,1.241,24,"[837, 592]",250.537,15.737,25,"[859, 411]",241.034,6.614
57,22,57,right,25,1.427,25,"[864, 620]",250.537,15.737,26,"[881, 411]",241.034,6.614
58,22,58,right,26,1.256,26,"[891, 593]",250.537,15.737,27,"[905, 409]",241.034,6.614
59,22,59,right,27,1.246,27,"[918, 591]",250.537,15.737,28,"[923, 408]",241.034,6.614
60,22,60,right,28,1.205,28,"[945, 589]",250.537,15.737,29,"[938, 412]",241.034,6.614
61,22,61,right,29,1.299,29,"[971, 600]",250.537,15.737,30,"[953, 410]",241.034,6.614
62,22,62,right,30,1.531,30,"[998, 634]",250.537,15.737,31,"[968, 411]",241.034,6.614
63,22,63,right,31,1.566,31,"[1025, 645]",250.537,15.737,32,"[982, 419]",241.034,6.614
