,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
23,7,23,left,23,1.401,23,"[1361, 973]",412.787,31.467,23,"[1357, 641]",403.784,26.292
24,7,24,left,24,1.162,24,"[1403, 929]",412.787,31.467,24,"[1391, 654]",403.784,26.292
25,7,25,left,25,1.322,25,"[1449, 967]",412.787,31.467,25,"[1438, 654]",403.784,26.292
26,7,26,left,26,1.011,26,"[1492, 893]",412.787,31.467,26,"[1477, 654]",403.784,26.292
27,7,27,left,27,1.082,27,"[1536, 891]",412.787,31.467,27,"[1522, 635]",403.784,26.292
28,7,28,left,28,1.211,28,"[1582, 925]",412.787,31.467,28,"[1549, 640]",403.784,26.292
29,7,29,left,29,1.197,29,"[1625, 921]",412.787,31.467,29,"[1574, 642]",403.784,26.292
30,7,30,left,30,1.079,30,"[1665, 899]",412.787,31.467,30,"[1595, 653]",403.784,26.292
31,7,31,left,31,1.154,31,"[1708, 924]",412.787,31.467,31,"[1617, 666]",403.784,26.292
32,7,32,right,0,1.502,0,"[327, 945]",412.787,31.467,1,"[418, 601]",403.784,26.292
33,7,33,right,1,1.343,1,"[373, 894]",412.787,31.467,2,"[445, 584]",403.784,26.292
34,7,34,right,2,1.173,2,"[417, 870]",412.787,31.467,3,"[469, 597]",403.784,26.292
35,7,35,right,3,1.161,3,"[462, 856]",412.787,31.467,4,"[496, 583]",403.784,26.292
36,7,36,right,4,1.024,4,"[508, 850]",412.787,31.467,5,"[536, 609]",403.784,26.292
37,7,37,right,5,0.985,5,"[553, 866]",412.787,31.467,6,"[578, 634]",403.784,26.292
38,7,38,right,6,1.011,6,"[598, 874]",412.787,31.467,7,"[625, 636]",403.784,26.292
39,7,39,right,7,0.997,7,"[643, 879]",412.787,31.467,8,"[668, 644]",403.784,26.292
40,7,40,right,8,0.964,8,"[688, 881]",412.787,31.467,9,"[722, 655]",403.784,26.292
41,7,41,right,9,1.032,9,"[734, 894]",412.787,31.467,10,"[770, 652]",403.784,26.292
42,7,42,right,10,1.168,10,"[779, 915]",412.787,31.467,11,"[810, 640]",403.784,26.292
43,7,43,right,11,1.1,11,"[823, 911]",412.787,31.467,12,"[853, 652]",403.784,26.292
44,7,44,right,12,0.973,12,"[870, 880]",412.787,31.467,13,"[911, 653]",403.784,26.292
45,7,45,right,13,1.277,13,"[912, 959]",412.787,31.467,14,"[942, 658]",403.784,26.292
46,7,46,right,14,0.989,14,"[957, 892]",412.787,31.467,15,"[991, 660]",403.784,26.292
47,7,47,right,15,0.924,15,"[1004, 900]",412.787,31.467,16,"[1033, 683]",403.784,26.292
48,7,48,right,16,1.209,16,"[1050, 904]",412.787,31.467,17,"[1087, 620]",403.784,26.292
49,7,49,right,17,1.023,17,"[1096, 898]",412.787,31.467,18,"[1130, 658]",403.784,26.292
50,7,50,right,18,1.207,18,"[1140, 957]",412.787,31.467,19,"[1163, 672]",403.784,26.292
51,7,51,right,19,0.993,19,"[1182, 911]",412.787,31.467,20,"[1215, 678]",403.784,26.292
52,7,52,right,20,1.066,20,"[1230, 933]",412.787,31.467,21,"[1259, 682]",403.784,26.292
53,7,53,right,21,1.293,21,"[1274, 944]",412.787,31.467,22,"[1303, 639]",403.784,26.292
54,7,54,right,22,1.206,22,"[1317, 924]",412.787,31.467,23,"[1357, 641]",403.784,26.292
55,7,55,right,23,1.352,23,"[1361, 973]",412.787,31.467,24,"[1391, 654]",403.784,26.292
56,7,56,right,24,1.17,24,"[1403, 929]",412.787,31.467,25,"[1438, 654]",403.784,26.292
57,7,57,right,25,1.326,25,"[1449, 967]",412.787,31.467,26,"[1477, 654]",403.784,26.292
58,7,58,right,26,1.096,26,"[1492, 893]",412.787,31.467,27,"[1522, 635]",403.784,26.292
59,7,59,right,27,1.061,27,"[1536, 891]",412.787,31.467,28,"[1549, 640]",403.784,26.292
60,7,60,right,28,1.195,28,"[1582, 925]",412.787,31.467,29,"[1574, 642]",403.784,26.292
61,7,61,right,29,1.138,29,"[1625, 921]",412.787,31.467,30,"[1595, 653]",403.784,26.292
62,7,62,right,30,1.004,30,"[1665, 899]",412.787,31.467,31,"[1617, 666]",403.784,26.292
63,7,63,right,31,1.02,31,"[1708, 924]",412.787,31.467,32,"[1644, 691]",403.784,26.292
